,T,P,v_1_g,v_2_g,l_1_g,l_2_g,V_g,L_g,v_1_p,v_2_p,l_1_p,l_2_p,V_p,L_p
63,310,156756.75675675675,0.5,0.5,0.0,0.0,1.0,0.0,0.49809378,0.4745414,0.003757028,0.22806272,0.9877099,0.0069772303
64,310,157657.65765765766,0.5,0.5,0.0,0.0,1.0,0.0,0.49838907,0.47393364,0.004186663,0.23403367,0.98565197,0.009081334
65,310,158558.55855855855,0.5,0.5,0.0,0.0,1.0,0.0,0.49868226,0.47332793,0.0046139937,0.23997042,0.98359996,0.011179298
66,310,159459.45945945947,0.5,0.5,0.0,0.0,1.0,0.0,0.49897355,0.47272426,0.0050389133,0.24587142,0.98155427,0.013270706
67,310,160360.36036036036,0.5,0.5,0.0,0.0,1.0,0.0,0.49926278,0.47212273,0.0054615093,0.25173858,0.9795139,0.015356064
68,310,161261.26126126124,0.5,0.5,0.0,0.0,1.0,0.0,0.49954987,0.4715235,0.0058817444,0.25757012,0.9774803,0.017434686
69,310,162162.16216216216,0.5,0.5,0.0,0.0,1.0,0.0,0.49983504,0.47092628,0.0062995274,0.2633657,0.9754531,0.019506574
70,310,163063.06306306308,0.5,0.5,0.0,0.0,1.0,0.0,0.500612,0.47012797,0.0067032566,0.2691756,0.97337115,0.021656096
71,310,163963.96396396396,0.5,0.5,0.0,0.0,1.0,0.0,0.50207496,0.46904868,0.007088191,0.27501664,0.97121155,0.023915619
72,310,164864.86486486485,0.5,0.5,0.0,0.0,1.0,0.0,0.5035333,0.46797264,0.007470823,0.28082272,0.96905863,0.02616781
73,310,165765.76576576577,0.5,0.5,0.0,0.0,1.0,0.0,0.5049837,0.46690297,0.007873405,0.28656793,0.966962,0.028367281
74,310,166666.66666666666,0.5,0.5,0.0,0.0,1.0,0.0,0.50642574,0.46583998,0.008299499,0.29224843,0.9649293,0.030506343
75,310,167567.56756756757,0.5,0.5,0.0,0.0,1.0,0.0,0.50786316,0.46478033,0.0087232245,0.2978941,0.96290314,0.03263852
76,310,168468.46846846846,0.5,0.5,0.0,0.0,1.0,0.0,0.5092958,0.46372372,0.009144614,0.30350554,0.96088344,0.034763753
77,310,169369.36936936935,0.5,0.5,0.0,0.0,1.0,0.0,0.5107232,0.46267077,0.009563486,0.30908033,0.9588709,0.036881268
78,310,170270.27027027027,0.5,0.5,0.0,0.0,1.0,0.0,0.5121459,0.4616211,0.009980028,0.31462115,0.9568646,0.038991988
79,310,171171.17117117118,0.5,0.5,0.0,0.0,1.0,0.0,0.5135637,0.46057472,0.0103941485,0.32012698,0.9548651,0.041095525
80,310,172072.07207207207,0.5,0.5,0.0,0.0,1.0,0.0,0.5149765,0.4595317,0.010805874,0.32559788,0.95287234,0.04319182
81,310,172972.97297297296,0.5,0.5,0.0,0.0,1.0,0.0,0.51638466,0.45849186,0.011215279,0.3310351,0.95088613,0.045281142
82,310,173873.87387387388,0.5,0.5,0.0,0.0,1.0,0.0,0.5177876,0.45745555,0.011622203,0.336436,0.94890714,0.047362506
83,310,174774.7747747748,0.5,0.5,0.0,0.0,1.0,0.0,0.5191858,0.4564225,0.012026812,0.34180382,0.94693446,0.049437284
84,310,175675.67567567568,0.5,0.5,0.0,0.0,1.0,0.0,0.5205788,0.45539302,0.012428962,0.3471354,0.94496924,0.051504135
85,310,176576.57657657657,0.5,0.5,0.0,0.0,1.0,0.0,0.521967,0.4543668,0.012828724,0.35243315,0.94301075,0.053563595
86,310,177477.47747747746,0.5,0.5,0.0,0.0,1.0,0.0,0.5233505,0.4533437,0.01322624,0.35769764,0.9410587,0.05561632
87,310,178378.37837837837,0.5,0.5,0.0,0.0,1.0,0.0,0.52472883,0.45232415,0.013621276,0.36292678,0.939114,0.057661057
88,310,179279.2792792793,0.5,0.5,0.0,0.0,1.0,0.0,0.5261021,0.4513081,0.014013901,0.36812112,0.93717635,0.0596983
89,310,180180.18018018018,0.5,0.5,0.0,0.0,1.0,0.0,0.5274704,0.45029545,0.01440422,0.37328163,0.93524563,0.06172803
90,310,181081.08108108107,0.5,0.5,0.0,0.0,1.0,0.0,0.528834,0.44928592,0.014792146,0.37840807,0.93332195,0.06375028
91,310,181981.98198198198,0.5,0.5,0.0,0.0,1.0,0.0,0.53019226,0.44827998,0.015177717,0.38350025,0.9314053,0.065764934
92,310,182882.8828828829,0.5,0.5,0.0,0.0,1.0,0.0,0.5315457,0.44727737,0.015560912,0.38855866,0.9294958,0.067772046
93,310,183783.7837837838,0.5,0.5,0.0,0.0,1.0,0.0,0.5328944,0.44627807,0.015941806,0.39358374,0.927593,0.069771916
94,310,184684.68468468467,0.5,0.5,0.0,0.0,1.0,0.0,0.53423774,0.44528222,0.016320325,0.3985746,0.92569757,0.07176395
95,310,185585.58558558556,0.5,0.5,0.0,0.0,1.0,0.0,0.53557634,0.44428968,0.01669648,0.4035314,0.9238095,0.07374808
96,310,186486.48648648648,0.5,0.5,0.0,0.0,1.0,0.0,0.53690976,0.44330084,0.017070262,0.4084543,0.92192864,0.07572448
97,310,187387.3873873874,0.5,0.5,0.0,0.0,1.0,0.0,0.53823817,0.4423151,0.017441716,0.41334376,0.92005485,0.07769342
98,310,188288.28828828828,0.5,0.5,0.0,0.0,1.0,0.0,0.5395617,0.44133282,0.01781087,0.41820014,0.91818815,0.079654634
99,310,189189.18918918917,0.5,0.5,0.0,0.0,1.0,0.0,0.5408803,0.44035393,0.018177714,0.42302337,0.91632855,0.08160828
100,310,190090.0900900901,0.5,0.5,0.0,0.0,1.0,0.0,0.5421939,0.4393785,0.018542182,0.42781284,0.91447663,0.08355391
101,310,190990.990990991,0.5,0.5,0.0,0.0,1.0,0.0,0.54350245,0.43840638,0.01890438,0.43256974,0.91263145,0.085491955
102,310,191891.8918918919,0.5,0.5,0.0,0.0,1.0,0.0,0.5448062,0.43743742,0.019264327,0.43729433,0.9107933,0.0874228
103,310,192792.79279279278,0.5,0.5,0.0,0.0,1.0,0.0,0.54610467,0.43647227,0.019621849,0.44198447,0.9089631,0.08934493
104,310,193693.69369369367,0.5,0.5,0.0,0.0,1.0,0.0,0.5473981,0.43551037,0.019977108,0.44664198,0.9071401,0.091259465
105,310,194594.5945945946,0.5,0.5,0.0,0.0,1.0,0.0,0.54868674,0.43455172,0.020330112,0.45126736,0.9053241,0.093166485
106,310,195495.4954954955,0.5,0.5,0.0,0.0,1.0,0.0,0.5499704,0.43359655,0.02068081,0.45585993,0.9035156,0.095065445
107,310,196396.3963963964,0.5,0.5,0.0,0.0,1.0,0.0,0.551249,0.43264487,0.02102923,0.46042016,0.9017144,0.096956804
108,310,197297.29729729728,0.5,0.5,0.0,0.0,1.0,0.0,0.5525229,0.43169612,0.021375418,0.4649488,0.89992,0.09884049
109,310,198198.1981981982,0.5,0.5,0.0,0.0,1.0,0.0,0.5537915,0.43075114,0.021719294,0.46944416,0.89813364,0.10071598
110,310,199099.0990990991,0.5,0.5,0.0,0.0,1.0,0.0,0.5550549,0.42980963,0.022060866,0.47390646,0.89635473,0.102583215
111,310,200000.0,0.5,0.5,0.0,0.0,1.0,0.0,0.5563139,0.42887115,0.022400295,0.478339,0.89458245,0.104443565
112,310,200900.9009009009,0.5,0.5,0.0,0.0,1.0,0.0,0.5575676,0.42793632,0.022737373,0.48273763,0.8928184,0.10629512
113,310,201801.8018018018,0.5,0.5,0.0,0.0,1.0,0.0,0.5588162,0.4270048,0.023072243,0.48710525,0.8910613,0.10813905
114,310,202702.7027027027,0.5,0.5,0.0,0.0,1.0,0.0,0.56006014,0.4260764,0.023404917,0.49144176,0.8893113,0.10997549
115,310,203603.6036036036,0.5,0.5,0.0,0.0,1.0,0.0,0.5612991,0.42515153,0.023735406,0.49574676,0.8875688,0.11180401
116,310,204504.5045045045,0.5,0.5,0.0,0.0,1.0,0.0,0.5625327,0.42423022,0.024063554,0.5000188,0.88583434,0.11362395
117,310,205405.40540540538,0.5,0.5,0.0,0.0,1.0,0.0,0.56376195,0.42331186,0.024389654,0.5042618,0.8841063,0.115436986
118,310,206306.3063063063,0.5,0.5,0.0,0.0,1.0,0.0,0.56498563,0.42239714,0.024713406,0.5084715,0.8823866,0.11724101
119,310,207207.20720720722,0.5,0.5,0.0,0.0,1.0,0.0,0.56620467,0.42148572,0.025035035,0.51265144,0.88067365,0.11903772
120,310,208108.1081081081,0.5,0.5,0.0,0.0,1.0,0.0,0.56741905,0.4205773,0.025354518,0.51680094,0.878968,0.12082671
121,310,209009.009009009,0.5,0.5,0.0,0.0,1.0,0.0,0.56862825,0.41967255,0.025671778,0.52091897,0.8772701,0.122607514
122,310,209909.9099099099,0.5,0.5,0.0,0.0,1.0,0.0,0.56983244,0.418771,0.025986876,0.5250065,0.8755796,0.1243805
123,310,210810.81081081083,0.5020488,0.4979512,0.028787093,0.9712129,0.9956709,0.00432911,0.57103205,0.41787282,0.026299832,0.5290638,0.87389636,0.12614568
124,310,211711.71171171172,0.50413954,0.49586046,0.02902829,0.9709717,0.99128723,0.00871276,0.5722263,0.41697794,0.026610622,0.5330904,0.8722206,0.12790273
125,310,212612.6126126126,0.50621265,0.49378735,0.029269464,0.97073054,0.986974,0.01302598,0.5734159,0.4160864,0.026919266,0.53708667,0.8705523,0.12965192
126,310,213513.5135135135,0.5082684,0.4917316,0.029510615,0.9704894,0.9827295,0.017270511,0.5746005,0.41519824,0.027225792,0.54105294,0.8688916,0.13139306
127,310,214414.4144144144,0.51030695,0.48969305,0.029751742,0.9702483,0.978552,0.021448031,0.57578045,0.41431308,0.027530225,0.5449901,0.8672376,0.13312687
128,310,215315.31531531533,0.51232857,0.4876714,0.029992843,0.9700072,0.9744398,0.02556017,0.57695526,0.41343144,0.02783251,0.5488968,0.8655914,0.13485238
129,310,216216.2162162162,0.5143335,0.48566654,0.030233921,0.9697661,0.9703915,0.029608503,0.5781251,0.41255313,0.028132638,0.552773,0.8639531,0.13656957
130,310,217117.1171171171,0.5163218,0.4836782,0.030474976,0.96952504,0.96640545,0.033594552,0.57929045,0.4116779,0.028430762,0.55662143,0.86232126,0.13827969
131,310,218018.01801801802,0.5182938,0.48170617,0.030716008,0.969284,0.9624802,0.037519798,0.5804506,0.41080618,0.028726716,0.56043905,0.8606974,0.13998145
132,310,218918.91891891893,0.5202497,0.4797503,0.030957013,0.969043,0.95861435,0.041385666,0.58160615,0.40993756,0.02902066,0.5642285,0.85908073,0.14167553
133,310,219819.81981981982,0.5221897,0.47781035,0.031197995,0.968802,0.95480645,0.045193546,0.5827569,0.40907216,0.029312508,0.5679883,0.8574716,0.1433616
134,310,220720.7207207207,0.5241139,0.47588614,0.031438954,0.96856105,0.9510552,0.048944782,0.5839026,0.40821007,0.029602312,0.57171947,0.8558694,0.14504004
135,310,221621.6216216216,0.52602255,0.47397748,0.03167989,0.96832013,0.9473593,0.052640673,0.58504367,0.40735114,0.029890034,0.57542145,0.854275,0.14671041
136,310,222522.52252252251,0.52791584,0.47208416,0.0319208,0.9680792,0.94371754,0.056282483,0.58617973,0.40649563,0.030175708,0.579095,0.8526877,0.14837313
137,310,223423.42342342343,0.529794,0.47020605,0.032161687,0.9678383,0.94012856,0.059871435,0.58731115,0.40564314,0.0304594,0.5827404,0.85110754,0.15002808
138,310,224324.32432432432,0.5316571,0.4683429,0.03240255,0.9675974,0.93659127,0.06340872,0.5884377,0.40479416,0.030740993,0.5863564,0.84953535,0.15167473
139,310,225225.2252252252,0.5335054,0.4664946,0.03264339,0.9673566,0.9331045,0.066895485,0.58955944,0.40394816,0.031020619,0.589945,0.84797,0.1533139
140,310,226126.12612612612,0.5353391,0.4646609,0.032884207,0.9671158,0.9296671,0.070332855,0.5906768,0.40310523,0.031298302,0.5935063,0.84641165,0.15494561
141,310,227027.02702702704,0.5371583,0.4628417,0.033124994,0.966875,0.9262781,0.073721915,0.5917888,0.40226573,0.03157389,0.59703827,0.84486103,0.156569
142,310,227927.92792792793,0.5389632,0.46103677,0.033365764,0.9666342,0.92293626,0.07706372,0.5928964,0.40142938,0.03184753,0.6005432,0.84331787,0.15818495
143,310,228828.82882882882,0.54075414,0.45924586,0.033606507,0.9663935,0.9196405,0.0803595,0.59399915,0.40059626,0.032119203,0.6040205,0.8417817,0.15979308
144,310,229729.7297297297,0.54253095,0.45746905,0.033847228,0.9661528,0.9163902,0.08360984,0.5950972,0.39976624,0.03238889,0.6074699,0.84025276,0.16139328
145,310,230630.63063063062,0.544294,0.455706,0.034087922,0.9659121,0.9131841,0.0868159,0.5961908,0.3989393,0.032656662,0.6108926,0.83873105,0.16298598
146,310,231531.53153153154,0.5460434,0.4539566,0.034328595,0.9656714,0.91002136,0.08997863,0.5972793,0.39811563,0.032922465,0.6142876,0.83721673,0.16457081
147,310,232432.43243243243,0.5477793,0.45222068,0.034569245,0.96543074,0.90690106,0.09309893,0.5983633,0.39729515,0.033186324,0.617656,0.83570963,0.16614792
148,310,233333.3333333333,0.5495019,0.4504981,0.03480987,0.9651901,0.9038223,0.096177705,0.5994426,0.39647767,0.033448264,0.6209975,0.83420944,0.16771755
149,310,234234.23423423423,0.5512113,0.44878867,0.03505047,0.96494955,0.9007842,0.099215806,0.6005174,0.39566326,0.03370834,0.62431264,0.83271646,0.1692796
150,310,235135.13513513512,0.5529077,0.4470923,0.035291046,0.964709,0.8977859,0.10221407,0.6015873,0.39485207,0.033966474,0.6276007,0.83123076,0.17083377
151,310,236036.03603603604,0.55459124,0.4454088,0.0355316,0.9644684,0.8948267,0.10517332,0.60265267,0.39404398,0.034222707,0.63086265,0.8297522,0.17238054
152,310,236936.93693693692,0.556262,0.44373798,0.035772126,0.96422786,0.89190567,0.10809434,0.6037134,0.39323902,0.0344771,0.6340984,0.8282808,0.1739195
153,310,237837.83783783784,0.5579202,0.44207978,0.03601263,0.96398735,0.8890221,0.11097792,0.60476947,0.3924371,0.03472959,0.6373081,0.82681644,0.17545098
154,310,238738.73873873873,0.55956596,0.440434,0.036253113,0.9637469,0.8861752,0.11382479,0.605821,0.39163825,0.0349802,0.6404915,0.82535934,0.17697483
155,310,239639.63963963964,0.5611994,0.43880057,0.03649357,0.9635064,0.8833643,0.1166357,0.6068675,0.3908427,0.035228923,0.6436487,0.8239094,0.17849067
156,310,240540.54054054053,0.56282073,0.43717927,0.036734004,0.963266,0.88058865,0.11941136,0.6079103,0.39004982,0.03547591,0.64678144,0.82246614,0.17999977
157,310,241441.44144144145,0.56443,0.43557,0.036974415,0.96302557,0.87784755,0.12215245,0.60894775,0.38926038,0.035720944,0.6498874,0.82103074,0.18150064
158,310,242342.34234234234,0.56602734,0.43397266,0.0372148,0.9627852,0.87514037,0.12485966,0.6099812,0.38847363,0.035964265,0.6529693,0.81960124,0.18299466
159,310,243243.24324324323,0.56761295,0.43238705,0.03745516,0.96254486,0.8724664,0.12753364,0.6110096,0.38769013,0.03620571,0.656025,0.81817937,0.18448061
160,310,244144.14414414414,0.5691869,0.43081307,0.0376955,0.9623045,0.86982495,0.13017504,0.61203384,0.38690954,0.036445692,0.65905607,0.81676424,0.18595994
161,310,245045.04504504503,0.5707494,0.42925063,0.037935816,0.9620642,0.8672155,0.13278449,0.6130534,0.38613176,0.036684204,0.66206175,0.81535554,0.18743214
162,310,245945.94594594595,0.57230043,0.42769957,0.038176104,0.9618239,0.86463743,0.13536258,0.61406815,0.38535723,0.036920924,0.66504234,0.81395423,0.18889666
163,310,246846.84684684683,0.57384026,0.42615974,0.03841637,0.9615836,0.8620901,0.13790992,0.6150787,0.38458574,0.03715586,0.6679982,0.8125596,0.19035384
164,310,247747.74774774775,0.57536894,0.42463106,0.038656615,0.9613434,0.85957295,0.14042707,0.6160846,0.38381702,0.037389077,0.67093027,0.81117177,0.1918039
165,310,248648.64864864864,0.5768866,0.4231134,0.038896833,0.96110314,0.8570854,0.14291462,0.61708605,0.38305137,0.0376205,0.67383736,0.80979097,0.1932463
166,310,249549.54954954956,0.57839334,0.42160663,0.03913703,0.960863,0.8546269,0.1453731,0.61808306,0.3822888,0.03785021,0.6767208,0.80841714,0.19468147
167,310,250450.45045045044,0.57988936,0.42011064,0.0393772,0.9606228,0.85219693,0.14780307,0.6190759,0.38152885,0.038078204,0.6795806,0.8070499,0.19610962
168,310,251351.35135135133,0.58137465,0.41862532,0.03961735,0.96038264,0.849795,0.15020503,0.620064,0.3807721,0.038304456,0.68241596,0.8056897,0.19753006
169,310,252252.25225225225,0.58284944,0.41715056,0.03985747,0.96014255,0.8474205,0.1525795,0.6210479,0.38001817,0.038529,0.6852282,0.8043361,0.19894361
170,310,253153.15315315314,0.58431375,0.41568622,0.040097572,0.9599024,0.84507304,0.15492699,0.6220272,0.37926733,0.03875184,0.6880164,0.8029895,0.2003496
171,310,254054.05405405405,0.58576775,0.41423222,0.04033765,0.9596624,0.84275204,0.15724796,0.62300235,0.37851933,0.03897301,0.6907816,0.8016495,0.20174864
172,310,254954.95495495494,0.58721155,0.41278845,0.0405777,0.9594223,0.8404571,0.1595429,0.623973,0.37777418,0.039192498,0.6935234,0.80031633,0.20314038
173,310,255855.85585585586,0.5886452,0.41135478,0.040817726,0.95918226,0.8381877,0.16181229,0.62493944,0.37703186,0.039410353,0.69624287,0.79898953,0.20452532
174,310,256756.75675675675,0.5900689,0.40993112,0.041057732,0.9589423,0.83594346,0.16405657,0.6259015,0.37629253,0.03962653,0.69893885,0.7976699,0.2059027
175,310,257657.65765765766,0.59148264,0.40851736,0.04129771,0.95870227,0.83372384,0.16627617,0.62688905,0.37552387,0.03983851,0.701609,0.7963544,0.20727557
176,310,258558.55855855855,0.5928866,0.4071134,0.04153767,0.95846236,0.8315285,0.16847154,0.6278863,0.3747429,0.04004769,0.70425487,0.7950444,0.2086426
177,310,259459.45945945947,0.5942809,0.40571913,0.041777603,0.9582224,0.8293569,0.1706431,0.6288792,0.37396485,0.040255237,0.7068787,0.7937412,0.2100026
178,310,260360.36036036036,0.5956655,0.40433446,0.042017512,0.9579825,0.82720876,0.17279126,0.6298681,0.37318954,0.04046121,0.70948017,0.79244447,0.21135566
179,310,261261.26126126124,0.5970407,0.4029593,0.0422574,0.9577426,0.8250836,0.17491642,0.63085234,0.37241715,0.040665545,0.7120592,0.79115427,0.21270156
180,310,262162.16216216213,0.5984065,0.40159354,0.042497262,0.9575027,0.82298106,0.17701897,0.63183254,0.37164766,0.040868275,0.7146163,0.7898709,0.21404043
